0.0175	0.00976562	0.005828735
0.0176	0.00976562	0.005828735
0.0177	0.00976562	0.005828735
0.0178	0.00976562	0.005828735
0.0179	0.00976562	0.005828735
0.018	0.00976562	0.005828735
0.0181	0.00976562	0.005828735
0.0182	0.01464844	0.005828823
0.0183	0.01464844	0.005828823
0.0184	0.01953125	0.005828946
0.0185	0.01953125	0.005828946
0.0186	0.02441406	0.005829104
0.0187	0.02441406	0.005829104
0.0188	0.02441406	0.005829104
0.0189	0.02929687	0.005829297
0.019	0.02929687	0.005829297
0.0191	0.02929687	0.005829297
0.0192	0.02929687	0.005829297
0.0193	0.02929687	0.005829297
0.0194	0.02929687	0.005829297
0.0195	0.03417969	0.005829525
0.0196	0.03417969	0.005829525
0.0197	0.03417969	0.005829525
0.0198	0.03417969	0.005829525
0.0199	0.0390625	0.005829788
0.02	0.0390625	0.005829788
0.0201	0.04394531	0.005830087
0.0202	0.04394531	0.005830087
0.0203	0.04394531	0.005830087
0.0204	0.04394531	0.005830087
0.0205	0.04882812	0.00583042
0.0206	0.04882812	0.00583042
0.0207	0.04882812	0.00583042
0.0208	0.05371094	0.005830788
0.0209	0.05371094	0.005830788
0.021	0.05371094	0.005830788
0.0211	0.05859375	0.005831192
0.0212	0.06347656	0.005831631
0.0213	0.06835937	0.005832104
0.0214	0.06835937	0.005832104
0.0215	0.06347656	0.005831631
0.0216	0.06347656	0.005831631
0.0217	0.06347656	0.005831631
0.0218	0.06835937	0.005832104
0.0219	0.07324219	0.005832613
0.022	0.06347656	0.005831631
0.0221	0.06347656	0.005831631
0.0222	0.06347656	0.005831631
0.0223	0.06835937	0.005832104
0.0224	0.06835937	0.005832104
0.0225	0.06835937	0.005832104
0.0226	0.05859375	0.005831192
0.0227	0.05859375	0.005831192
0.0228	0.05859375	0.005831192
0.0229	0.05859375	0.005831192
0.023	0.05859375	0.005831192
0.0231	0.05859375	0.005831192
0.0232	0.05859375	0.005831192
0.0233	0.06347656	0.005831631
0.0234	0.06347656	0.005831631
0.0235	0.05859375	0.005831192
0.0236	0.05859375	0.005831192
0.0237	0.05859375	0.005831192
0.0238	0.05371094	0.005830788
0.0239	0.05371094	0.005830788
0.024	0.04882812	0.00583042
0.0241	0.04882812	0.00583042
0.0242	0.04882812	0.00583042
0.0243	0.04394531	0.005830087
0.0244	0.04394531	0.005830087
0.0245	0.0390625	0.005829788
0.0246	0.0390625	0.005829788
0.0247	0.03417969	0.005829525
0.0248	0.03417969	0.005829525
0.0249	0.02929687	0.005829297
0.025	0.03417969	0.005829525
0.0251	0.02929687	0.005829297
0.0252	0.02441406	0.005829104
0.0253	0.01953125	0.005828946
0.0254	0.01953125	0.005828946
0.0255	0.01953125	0.005828946
0.0256	0.01953125	0.005828946
0.0257	0.01953125	0.005828946
0.0258	0.01464844	0.005828823
0.0259	0.01464844	0.005828823
0.026	0.01464844	0.005828823
0.0261	0.01464844	0.005828823
0.0262	0.00976562	0.005828735
0.0263	0.00976562	0.005828735
0.0264	0.00976562	0.005828735
0.0265	0.00976562	0.005828735
0.0266	0.00976562	0.005828735
0.0267	0.00976562	0.005828735
0.0268	0.00976562	0.005828735
0.0269	0.00488281	0.005828682
0.027	0.00488281	0.005828682
0.0271	0.00976562	0.005828735
0.0272	0.00976562	0.005828735
0.0273	0.00976562	0.005828735
0.0274	0.01464844	0.005828823
0.0275	0.01464844	0.005828823
0.0276	0.01464844	0.005828823
0.0277	0.01464844	0.005828823
0.0278	0.01953125	0.005828946
0.0279	0.01953125	0.005828946
0.028	0.02441406	0.005829104
0.0281	0.02929687	0.005829297
0.0282	0.03417969	0.005829525
0.0283	0.03417969	0.005829525
0.0284	0.0390625	0.005829788
0.0285	0.04394531	0.005830087
0.0286	0.04882812	0.00583042
0.0287	0.05371094	0.005830788
0.0288	0.06347656	0.005831631
0.0289	0.06835937	0.005832104
0.029	0.07324219	0.005832613
0.0291	0.08300781	0.005833736
0.0292	0.09277344	0.005834998
0.0293	0.09765625	0.005835682
0.0294	0.10742187	0.005837155
0.0295	0.1171875	0.005838767
0.0296	0.12207031	0.005839626
0.0297	0.13671875	0.005842411
0.0298	0.14648437	0.005844442
0.0299	0.15625	0.005846613
0.03	0.17089844	0.005850129
0.0301	0.18066406	0.005852647
0.0302	0.1953125	0.005856684
0.0303	0.20507812	0.005859549
0.0304	0.21972656	0.005864105
0.0305	0.234375	0.005868971
0.0306	0.24902344	0.005874146
0.0307	0.26367187	0.00587963
0.0308	0.27832031	0.005885422
0.0309	0.29296875	0.005891521
0.031	0.3125	0.005900129
0.0311	0.32714844	0.00590694
0.0312	0.34179687	0.005914055
0.0313	0.36132812	0.005924012
0.0314	0.38085937	0.005934504
0.0315	0.39550781	0.005942723
0.0316	0.41503906	0.005954144
0.0317	0.43457031	0.005966092
0.0318	0.45410156	0.005978564
0.0319	0.47363281	0.005991557
0.032	0.49316406	0.006005067
0.0321	0.51757812	0.006022676
0.0322	0.53222656	0.006033624
0.0323	0.55664062	0.006052503
0.0324	0.57128906	0.006064206
0.0325	0.59570312	0.006084336
0.0326	0.62011719	0.006105236
0.0327	0.63964844	0.006122507
0.0328	0.6640625	0.006144777
0.0329	0.68359375	0.006163133
0.033	0.703125	0.006181963
0.0331	0.72753906	0.006206163
0.0332	0.74707031	0.006226047
0.0333	0.77148437	0.00625155
0.0334	0.79589844	0.006277764
0.0335	0.81542969	0.006299241
0.0336	0.83496094	0.006321163
0.0337	0.859375	0.006349185
0.0338	0.88378906	0.006377885
0.0339	0.90332031	0.006401329
0.034	0.92285156	0.006425196
0.0341	0.94238281	0.006449483
0.0342	0.96191406	0.006474184
0.0343	0.98632812	0.006505637
0.0344	1.00585937	0.006531254
0.0345	1.03027344	0.006563836
0.0346	1.0546875	0.006597033
0.0347	1.06933594	0.006617242
0.0348	1.09375	0.006651403
0.0349	1.10839844	0.006672184
0.035	1.12792969	0.006700219
0.0351	1.15234375	0.006735782
0.0352	1.16699219	0.006757393
0.0353	1.18652344	0.006786524
0.0354	1.20117187	0.006808605
0.0355	1.22070312	0.006838355
0.0356	1.23046875	0.006853361
0.0357	1.25	0.006883631
0.0358	1.26464844	0.006906558
0.0359	1.27929687	0.006929674
0.036	1.29882812	0.006960789
0.0361	1.30859375	0.00697647
0.0362	1.31835937	0.006992233
0.0363	1.328125	0.007008077
0.0364	1.34277344	0.007031995
0.0365	1.35253906	0.00704804
0.0366	1.35742187	0.007056093
0.0367	1.37207031	0.007080369
0.0368	1.37207031	0.007080369
0.0369	1.37695312	0.0070885
0.037	1.38671875	0.007104821
0.0371	1.39648437	0.007121219
0.0372	1.39648437	0.007121219
0.0373	1.40136719	0.007129447
0.0374	1.40136719	0.007129447
0.0375	1.40625	0.007137695
0.0376	1.41113281	0.007145961
0.0377	1.41113281	0.007145961
0.0378	1.41113281	0.007145961
0.0379	1.41113281	0.007145961
0.038	1.41113281	0.007145961
0.0381	1.40625	0.007137695
0.0382	1.40136719	0.007129447
0.0383	1.40136719	0.007129447
0.0384	1.39648437	0.007121219
0.0385	1.39160156	0.00711301
0.0386	1.38671875	0.007104821
0.0387	1.37695312	0.0070885
0.0388	1.3671875	0.007072257
0.0389	1.3671875	0.007072257
0.039	1.35742187	0.007056093
0.0391	1.35253906	0.00704804
0.0392	1.33789062	0.007024002
0.0393	1.33300781	0.00701603
0.0394	1.31347656	0.006984341
0.0395	1.30371094	0.006968619
0.0396	1.29394531	0.006952979
0.0397	1.27929687	0.006929674
0.0398	1.26464844	0.006906558
0.0399	1.25488281	0.006891252
0.04	1.23535156	0.006860896
0.0401	1.22070312	0.006838355
0.0402	1.20117187	0.006808605
0.0403	1.18164062	0.006779207
0.0404	1.16699219	0.006757393
0.0405	1.14257812	0.006721488
0.0406	1.12792969	0.006700219
0.0407	1.10839844	0.006672184
0.0408	1.08886719	0.006644523
0.0409	1.07421875	0.006624027
0.041	1.0546875	0.006597033
0.0411	1.03027344	0.006563836
0.0412	1.01074219	0.006537721
0.0413	0.99121094	0.006512004
0.0414	0.96679687	0.006480424
0.0415	0.94238281	0.006449483
0.0416	0.92773437	0.006431229
0.0417	0.90332031	0.006401329
0.0418	0.87890625	0.006372091
0.0419	0.859375	0.006349185
0.042	0.83984375	0.006326713
0.0421	0.81542969	0.006299241
0.0422	0.79101562	0.006272464
0.0423	0.77148437	0.00625155
0.0424	0.74707031	0.006226047
0.0425	0.72265625	0.006201265
0.0426	0.703125	0.006181963
0.0427	0.68359375	0.006163133
0.0428	0.65917969	0.006140263
0.0429	0.63964844	0.006122507
0.043	0.62011719	0.006105236
0.0431	0.59570312	0.006084336
0.0432	0.57617187	0.00606817
0.0433	0.55664062	0.006052503
0.0434	0.53222656	0.006033624
0.0435	0.51269531	0.00601909
0.0436	0.49316406	0.006005067
0.0437	0.47363281	0.005991557
0.0438	0.45410156	0.005978564
0.0439	0.43457031	0.005966092
0.044	0.41503906	0.005954144
0.0441	0.40039062	0.005945528
0.0442	0.38085937	0.005934504
0.0443	0.36132812	0.005924012
0.0444	0.34667969	0.005916494
0.0445	0.33203125	0.005909278
0.0446	0.3125	0.005900129
0.0447	0.29785156	0.005893622
0.0448	0.27832031	0.005885422
0.0449	0.26367187	0.00587963
0.045	0.24902344	0.005874146
0.0451	0.234375	0.005868971
0.0452	0.21972656	0.005864105
0.0453	0.20507812	0.005859549
0.0454	0.1953125	0.005856684
0.0455	0.18066406	0.005852647
0.0456	0.17089844	0.005850129
0.0457	0.16113281	0.00584775
0.0458	0.15136719	0.00584551
0.0459	0.13671875	0.005842411
0.046	0.12695312	0.005840519
0.0461	0.12207031	0.005839626
0.0462	0.10742187	0.005837155
0.0463	0.09765625	0.005835682
0.0464	0.09277344	0.005834998
0.0465	0.08300781	0.005833736
0.0466	0.078125	0.005833157
0.0467	0.06835937	0.005832104
0.0468	0.06347656	0.005831631
0.0469	0.05371094	0.005830788
0.047	0.04882812	0.00583042
0.0471	0.04394531	0.005830087
0.0472	0.04394531	0.005830087
0.0473	0.03417969	0.005829525
0.0474	0.02929687	0.005829297
0.0475	0.02929687	0.005829297
0.0476	0.02441406	0.005829104
0.0477	0.01953125	0.005828946
0.0478	0.01953125	0.005828946
0.0479	0.01464844	0.005828823
0.048	0.01464844	0.005828823
0.0481	0.00976562	0.005828735
0.0482	0.00976562	0.005828735
0.0483	0.00976562	0.005828735
0.0484	0.00976562	0.005828735
0.0485	0.00488281	0.005828682
0.0486	0.00488281	0.005828682
0.0487	0.00488281	0.005828682
0.0488	0.00488281	0.005828682
0.0489	0.00488281	0.005828682
0.049	0.00488281	0.005828682
0.0491	0.00488281	0.005828682
0.0492	0.00976562	0.005828735
0.0493	0.00488281	0.005828682
0.0494	0.00976562	0.005828735
0.0495	0.01464844	0.005828823
0.0496	0.00976562	0.005828735
0.0497	0.00976562	0.005828735
0.0498	0.01464844	0.005828823
0.0499	0.01464844	0.005828823
0.05	0.01953125	0.005828946
0.0501	0.01953125	0.005828946
0.0502	0.02441406	0.005829104
0.0503	0.02441406	0.005829104
0.0504	0.02441406	0.005829104
0.0505	0.02929687	0.005829297
0.0506	0.02929687	0.005829297
0.0507	0.03417969	0.005829525
0.0508	0.03417969	0.005829525
0.0509	0.03417969	0.005829525
0.051	0.0390625	0.005829788
0.0511	0.0390625	0.005829788
0.0512	0.0390625	0.005829788
0.0513	0.04394531	0.005830087
0.0514	0.04394531	0.005830087
0.0515	0.04394531	0.005830087
0.0516	0.04882812	0.00583042
0.0517	0.04882812	0.00583042
0.0518	0.04882812	0.00583042
0.0519	0.04882812	0.00583042
0.052	0.05371094	0.005830788
0.0521	0.05371094	0.005830788
0.0522	0.05371094	0.005830788
0.0523	0.05371094	0.005830788
0.0524	0.05371094	0.005830788
0.0525	0.05371094	0.005830788
0.0526	0.05859375	0.005831192
0.0527	0.05371094	0.005830788
0.0528	0.05859375	0.005831192
0.0529	0.05859375	0.005831192
0.053	0.05859375	0.005831192
0.0531	0.05859375	0.005831192
0.0532	0.05859375	0.005831192
0.0533	0.05859375	0.005831192
0.0534	0.05371094	0.005830788
0.0535	0.05371094	0.005830788
0.0536	0.05371094	0.005830788
0.0537	0.05371094	0.005830788
0.0538	0.05371094	0.005830788
0.0539	0.05371094	0.005830788
0.054	0.05371094	0.005830788
0.0541	0.05371094	0.005830788
0.0542	0.05371094	0.005830788
0.0543	0.05371094	0.005830788
0.0544	0.04882812	0.00583042
0.0545	0.04882812	0.00583042
0.0546	0.04882812	0.00583042
0.0547	0.04882812	0.00583042
0.0548	0.04394531	0.005830087
0.0549	0.04394531	0.005830087
0.055	0.04394531	0.005830087
0.0551	0.04394531	0.005830087
0.0552	0.04394531	0.005830087
0.0553	0.0390625	0.005829788
0.0554	0.0390625	0.005829788
0.0555	0.03417969	0.005829525
0.0556	0.03417969	0.005829525
0.0557	0.03417969	0.005829525
0.0558	0.03417969	0.005829525
0.0559	0.02929687	0.005829297
0.056	0.02929687	0.005829297
0.0561	0.02929687	0.005829297
0.0562	0.02929687	0.005829297
0.0563	0.02441406	0.005829104
0.0564	0.02441406	0.005829104
0.0565	0.02441406	0.005829104
0.0566	0.02441406	0.005829104
0.0567	0.01953125	0.005828946
0.0568	0.01953125	0.005828946
0.0569	0.01953125	0.005828946
0.057	0.01464844	0.005828823
0.0571	0.01464844	0.005828823
0.0572	0.01464844	0.005828823
0.0573	0.00976562	0.005828735
0.0574	0.00976562	0.005828735
0.0575	0.00976562	0.005828735
0.0576	0.00976562	0.005828735
0.0577	0.00976562	0.005828735
0.0578	0.00976562	0.005828735
0.0579	0.00976562	0.005828735
0.058	0.00976562	0.005828735
0.0581	0.00488281	0.005828682
0.0582	0.00976562	0.005828735
0.0583	0.00488281	0.005828682
0.0584	0.00488281	0.005828682
0.0585	0.00488281	0.005828682
0.0586	0.00488281	0.005828682
0.0587	0.00488281	0.005828682
0.0588	0.00488281	0.005828682
0.0589	0.00488281	0.005828682
0.059	0.00488281	0.005828682
0.0591	0.00488281	0.005828682
0.0592	0.00488281	0.005828682
0.0593	0	0.005828665
0.0594	0.00488281	0.005828682
0.0595	0.00488281	0.005828682
0.0596	0.00488281	0.005828682
0.0597	0.00488281	0.005828682
0.0598	0.00488281	0.005828682
0.0599	0.00488281	0.005828682
0.06	0.00488281	0.005828682
